user_id,transaction_date,amount
2705,2024-08-14,95.32
3615,2024-01-02,44.2
1006,2024-02-09,56.66
2283,2024-05-02,80.07
2490,2024-04-19,2.33
337,2024-06-22,48.83
1622,2024-03-27,10.32
3928,2024-06-14,53.31
4092,2024-07-27,72.72
2241,2024-03-26,61.26
1613,2024-01-11,28.87
614,2024-07-21,84.48
3131,2024-03-23,51.78
4304,2024-06-18,53.89
721,2024-07-07,95.88
778,2024-02-03,40.77
2498,2024-04-02,98.79
2992,2024-05-02,62.95
788,2024-03-13,93.25
1352,2024-04-04,26.24
4858,2024-07-21,35.06
1761,2024-07-31,94.64
1428,2024-02-14,23.87
2202,2024-01-19,55.6
2935,2024-01-16,84.08
2459,2024-07-18,31.38
1167,2024-06-14,31.79
3280,2024-05-30,97.55
737,2024-09-02,54.5
4765,2024-04-27,1.42
3068,2024-07-31,74.09
1016,2024-01-15,91.72
4198,2024-02-07,99.33
2077,2024-06-02,45.98
953,2024-08-22,85.13
4842,2024-03-12,57.12
4694,2024-03-10,89.94
1496,2024-08-10,45.54
248,2024-07-17,11.46
3079,2024-06-25,19.15
1866,2024-03-21,87.23
3415,2024-07-11,44.44
68,2024-07-09,72.06
1280,2024-07-20,59.69
254,2024-04-20,32.87
2434,2024-05-29,32.57
971,2024-01-22,35.53
973,2024-06-24,31.34
4197,2024-07-15,55.23
688,2024-05-12,92.76
2067,2024-01-31,85.82
132,2024-05-11,91.03
2073,2024-07-19,63.21
1348,2024-03-22,3.22
918,2024-06-02,26.06
1610,2024-03-15,5.35
1917,2024-04-16,19.89
2248,2024-03-07,50.17
3985,2024-02-04,24.57
1595,2024-08-04,53.04
4662,2024-05-14,11.56
384,2024-02-08,98.28
1112,2024-08-10,68.57
827,2024-01-01,97.71
305,2024-04-13,59.35
91,2024-07-06,30.19
1915,2024-05-19,57.01
2187,2024-06-21,6.51
3625,2024-05-20,88.48
4008,2024-06-29,51.16
1964,2024-08-30,53.25
1019,2024-08-15,50.98
375,2024-05-26,81.42
3399,2024-01-01,57.99
1148,2024-06-20,96.4
4207,2024-07-23,30.23
1118,2024-08-26,97.4
2232,2024-04-30,22.27
2583,2024-03-22,85.69
2182,2024-02-18,62.55
913,2024-03-28,79.96
3748,2024-09-03,78.94
3351,2024-07-23,48.14
4522,2024-02-20,12.27
1024,2024-03-26,41.9
3985,2024-06-24,91.43
626,2024-06-08,33.05
1836,2024-04-26,20.73
1539,2024-02-27,62.36
1036,2024-01-13,56.93
4859,2024-07-07,85.82
2962,2024-07-16,40.41
4255,2024-07-03,99.07
844,2024-02-04,41.51
2508,2024-08-15,95.68
2489,2024-06-09,29.58
3429,2024-07-14,17.7
1432,2024-01-15,13.59
3176,2024-02-25,92.97
2337,2024-01-01,81.18
4970,2024-07-06,32.85
3673,2024-04-22,7.99
4879,2024-05-16,86.38
3225,2024-02-19,74.07
2731,2024-03-09,76.4
2883,2024-06-01,20.93
671,2024-08-22,97.88
1618,2024-01-19,42.55
2816,2024-01-22,43.53
4102,2024-04-21,50.59
4532,2024-08-12,4.38
3962,2024-03-31,90.04
1314,2024-04-27,40.49
3334,2024-05-12,23.35
2427,2024-06-21,2.32
4018,2024-08-09,55.84
923,2024-07-04,51.0
4064,2024-05-05,77.64
4265,2024-06-09,54.63
2277,2024-08-07,25.24
1544,2024-05-08,41.64
4116,2024-06-09,3.24
4079,2024-05-11,3.14
2656,2024-08-15,32.72
2059,2024-05-21,38.77
454,2024-03-02,54.77
239,2024-05-20,44.88
2357,2024-07-05,70.61
4146,2024-05-26,68.06
3963,2024-05-05,30.23
1062,2024-06-06,47.72
4600,2024-07-05,33.68
756,2024-06-22,99.1
1420,2024-03-31,65.08
1750,2024-03-01,29.49
4108,2024-05-27,7.64
633,2024-08-28,1.87
1666,2024-08-28,49.46
1592,2024-06-04,2.88
3566,2024-06-24,23.91
3269,2024-03-09,80.09
3044,2024-03-26,35.61
3150,2024-06-10,79.79
4660,2024-03-26,68.99
833,2024-04-16,37.98
3675,2024-03-02,27.1
2200,2024-08-22,63.02
1329,2024-03-18,75.17
2404,2024-05-12,84.21
2462,2024-02-12,28.93
4842,2024-06-28,42.38
2024,2024-01-26,85.28
4236,2024-06-04,51.89
830,2024-01-24,99.84
3184,2024-02-26,49.36
4607,2024-04-02,70.78
4355,2024-07-27,18.97
852,2024-01-29,64.82
3061,2024-06-06,11.69
1398,2024-02-07,57.33
2731,2024-03-27,60.36
3853,2024-03-09,32.04
4601,2024-01-13,80.96
3306,2024-08-08,75.88
4401,2024-01-11,13.44
1358,2024-07-17,97.25
4421,2024-06-15,43.49
705,2024-07-07,3.51
697,2024-04-11,25.82
3360,2024-03-19,75.56
3299,2024-07-28,42.06
1912,2024-01-27,27.75
1619,2024-01-22,51.1
4801,2024-05-07,65.17
4493,2024-02-16,71.0
4530,2024-06-20,53.15
4059,2024-08-10,66.73
4766,2024-05-10,67.58
853,2024-08-10,53.72
3766,2024-08-19,13.84
2542,2024-03-18,98.62
2302,2024-06-11,45.87
2931,2024-02-26,17.79
4541,2024-01-10,88.36
330,2024-01-10,51.32
769,2024-04-08,55.45
1161,2024-08-03,93.03
3386,2024-05-09,75.06
1978,2024-05-20,12.82
2648,2024-07-25,87.27
668,2024-05-07,11.45
4525,2024-05-08,88.35
2036,2024-02-26,13.39
2038,2024-01-01,76.75
1601,2024-01-26,16.81
1132,2024-07-21,41.18
4387,2024-03-13,33.83
1733,2024-01-10,19.15
937,2024-07-01,32.05
2683,2024-08-27,39.8
1681,2024-01-23,94.85
3122,2024-08-23,30.2
3653,2024-02-11,81.54
4065,2024-05-15,70.2
4836,2024-07-08,15.27
76,2024-05-16,98.72
1238,2024-08-12,34.88
214,2024-02-14,69.35
4063,2024-02-15,95.6
3914,2024-04-15,23.8
827,2024-07-09,51.26
3890,2024-01-29,4.08
3785,2024-08-30,63.22
3327,2024-06-27,99.87
246,2024-07-13,73.01
3356,2024-03-16,68.0
2396,2024-03-28,6.73
4095,2024-02-06,43.91
306,2024-01-28,25.27
2535,2024-07-19,59.24
1750,2024-04-17,67.34
4019,2024-06-12,27.61
693,2024-01-16,10.32
4744,2024-05-05,87.3
1356,2024-03-03,79.73
2849,2024-05-19,13.96
4415,2024-06-30,61.64
4549,2024-03-18,19.03
2374,2024-05-28,29.15
1434,2024-02-18,10.93
3494,2024-08-09,55.2
1451,2024-04-29,59.01
1541,2024-04-26,22.64
1625,2024-04-21,76.8
4486,2024-05-29,55.51
944,2024-01-16,37.16
322,2024-07-17,24.6
4415,2024-01-11,94.85
354,2024-05-11,18.8
3851,2024-06-15,75.56
2252,2024-02-01,40.4
4120,2024-06-29,49.83
879,2024-01-01,78.91
4506,2024-02-28,71.64
674,2024-05-24,39.07
1164,2024-01-25,58.77
3923,2024-07-09,81.65
3808,2024-01-20,23.54
1562,2024-05-01,13.54
4731,2024-07-16,78.83
1322,2024-05-02,88.65
1575,2024-07-14,29.09
433,2024-04-16,72.01
1161,2024-03-01,15.69
2127,2024-06-27,60.51
3499,2024-02-16,43.92
3724,2024-03-23,82.98
2337,2024-07-31,26.41
2565,2024-01-18,29.88
3935,2024-06-18,56.84
710,2024-06-02,29.68
883,2024-02-20,38.57
4613,2024-05-18,34.66
3115,2024-04-06,99.56
2460,2024-02-12,41.53
1598,2024-01-27,91.28
3908,2024-04-05,67.74
4786,2024-07-22,66.17
3718,2024-08-18,26.71
613,2024-03-07,25.31
233,2024-08-18,93.18
552,2024-08-24,21.16
20,2024-04-30,9.19
4755,2024-02-29,73.42
4746,2024-03-09,82.71
4856,2024-04-12,19.17
506,2024-08-25,43.96
534,2024-07-04,46.01
2972,2024-07-04,33.45
3368,2024-03-07,74.44
3806,2024-01-17,29.53
2047,2024-08-22,63.03
429,2024-07-21,55.62
1929,2024-04-21,50.78
4932,2024-04-16,53.63
4232,2024-03-23,44.46
265,2024-01-25,55.26
3395,2024-02-07,36.69
4171,2024-07-05,33.19
2630,2024-01-24,11.65
3840,2024-07-26,21.06
3901,2024-03-02,38.07
2708,2024-07-21,50.96
1854,2024-07-12,7.42
3826,2024-08-07,54.22
738,2024-02-10,2.77
3623,2024-01-19,74.66
2025,2024-03-03,21.21
1986,2024-03-13,81.85
3583,2024-04-06,73.57
4100,2024-08-23,89.84
1176,2024-02-23,46.74
4492,2024-08-08,31.67
34,2024-02-28,45.06
4994,2024-01-20,57.57
1357,2024-07-25,88.43
4186,2024-04-18,27.0
1164,2024-04-05,1.66
3115,2024-07-07,48.56
2840,2024-07-27,11.39
738,2024-02-24,54.81
4406,2024-08-13,6.35
2100,2024-01-23,97.41
2152,2024-08-04,75.9
4360,2024-06-26,79.27
4089,2024-06-30,61.73
2986,2024-04-04,45.76
1941,2024-01-22,82.75
2396,2024-07-06,75.83
3818,2024-07-24,47.34
3567,2024-06-25,86.4
4702,2024-05-24,41.35
440,2024-02-11,96.08
3174,2024-03-03,54.88
3968,2024-04-27,80.13
4267,2024-08-08,96.79
3117,2024-08-26,74.66
48,2024-04-04,45.52
3338,2024-04-13,80.37
2374,2024-01-31,82.42
702,2024-09-01,75.72
299,2024-05-16,1.06
3807,2024-04-22,35.08
2975,2024-08-05,23.67
4091,2024-03-18,45.36
3943,2024-03-22,40.0
174,2024-02-24,67.81
3825,2024-02-13,30.82
983,2024-02-10,21.18
4884,2024-06-20,95.15
3489,2024-01-10,18.59
2325,2024-03-13,78.52
1669,2024-03-08,35.99
3641,2024-04-05,11.88
4589,2024-08-29,29.16
2707,2024-07-14,47.94
4554,2024-01-14,57.45
1456,2024-05-09,65.21
4759,2024-06-20,80.75
616,2024-01-20,45.85
148,2024-09-02,90.14
4447,2024-04-11,53.11
4233,2024-07-01,80.37
1320,2024-03-22,57.74
786,2024-02-11,76.24
4530,2024-03-01,91.52
827,2024-08-11,53.74
3698,2024-08-05,58.05
4293,2024-07-12,20.28
3493,2024-07-02,79.96
1899,2024-01-31,66.88
183,2024-02-01,99.7
3674,2024-07-09,90.43
4149,2024-06-01,53.21
3573,2024-04-12,87.27
3245,2024-06-28,15.49
4185,2024-07-06,15.4
3111,2024-01-04,36.85
4220,2024-01-30,91.79
422,2024-04-27,70.02
2959,2024-06-03,44.07
1448,2024-08-15,71.94
866,2024-05-05,36.27
3473,2024-05-15,40.19
517,2024-02-25,58.33
600,2024-01-09,1.95
2170,2024-06-09,76.62
1224,2024-08-09,51.53
4455,2024-07-04,16.2
3411,2024-04-17,74.56
3817,2024-06-02,54.86
1187,2024-01-13,68.79
571,2024-01-13,14.41
3152,2024-07-01,71.9
4495,2024-04-09,67.34
4249,2024-01-27,14.74
2241,2024-06-06,20.53
2688,2024-01-03,37.18
2939,2024-05-01,19.25
2500,2024-08-17,3.74
2242,2024-07-06,62.61
1910,2024-04-22,19.06
2546,2024-05-07,91.14
1447,2024-05-09,5.06
3173,2024-06-19,80.4
3384,2024-06-06,18.56
4520,2024-05-30,66.05
4201,2024-07-12,80.49
1697,2024-07-09,21.9
3657,2024-05-19,19.53
136,2024-06-20,83.48
991,2024-06-10,95.9
3237,2024-07-10,60.28
2225,2024-08-17,21.22
2846,2024-05-12,71.83
2820,2024-06-08,57.75
2074,2024-01-15,70.41
2446,2024-06-28,60.52
1228,2024-02-23,33.76
4051,2024-01-07,61.97
2494,2024-01-31,87.45
2999,2024-05-30,29.46
1299,2024-05-21,21.55
2741,2024-03-13,79.88
2728,2024-08-11,29.2
4901,2024-04-18,23.84
1333,2024-02-17,84.66
4182,2024-03-27,5.23
3480,2024-06-29,56.44
1030,2024-01-02,84.1
4225,2024-03-23,76.26
1644,2024-03-08,96.84
4443,2024-01-21,14.96
3435,2024-01-04,40.62
3527,2024-01-06,46.21
3931,2024-04-29,19.11
1749,2024-01-10,63.83
675,2024-08-11,54.31
3630,2024-06-18,97.64
3789,2024-04-30,33.66
1884,2024-06-12,94.45
1817,2024-01-22,41.5
2526,2024-03-13,45.37
1421,2024-07-17,41.68
1520,2024-02-13,23.03
3755,2024-01-29,98.22
4920,2024-01-03,1.21
2078,2024-06-08,35.7
608,2024-01-13,40.17
646,2024-02-05,64.61
3203,2024-02-18,43.83
2516,2024-08-16,2.11
4233,2024-04-26,61.98
4597,2024-04-04,30.68
1806,2024-01-29,62.54
1248,2024-02-04,15.39
855,2024-04-07,91.69
4501,2024-03-15,83.49
2582,2024-04-05,10.13
2917,2024-05-08,9.74
2397,2024-04-18,31.35
1444,2024-05-01,12.0
2943,2024-06-01,15.78
2941,2024-05-01,35.66
861,2024-04-02,68.72
2354,2024-03-18,18.43
736,2024-07-31,66.96
1417,2024-02-02,18.14
2285,2024-06-29,30.89
4919,2024-03-16,78.24
2715,2024-01-01,43.65
4875,2024-03-20,96.82
3618,2024-03-03,43.45
2112,2024-03-02,68.97
543,2024-03-24,5.91
2638,2024-04-24,58.34
1432,2024-07-02,18.12
494,2024-07-17,88.23
3138,2024-07-30,71.68
1095,2024-01-05,96.42
911,2024-01-07,10.04
1734,2024-05-30,62.8
2347,2024-04-19,26.14
3158,2024-03-07,45.27
775,2024-07-10,93.27
3716,2024-07-19,92.55
4508,2024-08-08,11.6
4331,2024-03-29,55.97
2021,2024-03-22,57.29
3577,2024-04-08,84.63
4236,2024-01-10,75.78
1762,2024-02-04,7.23
1750,2024-08-24,10.99
870,2024-03-21,83.17
3378,2024-06-02,19.36
2283,2024-02-28,39.17
3417,2024-07-19,22.89
616,2024-05-26,79.49
999,2024-02-24,67.84
2676,2024-08-30,42.4
4696,2024-06-06,20.85
4000,2024-06-17,99.88
1737,2024-02-08,26.86
2418,2024-08-07,84.55
3407,2024-02-29,86.54
2939,2024-02-15,84.41
4696,2024-05-16,89.24
4895,2024-01-15,26.62
2097,2024-01-13,45.78
1771,2024-01-17,7.08
1320,2024-05-10,50.03
3083,2024-04-22,13.7
2172,2024-01-28,44.32
4572,2024-07-01,34.49
619,2024-01-12,74.67
49,2024-01-08,45.62
3529,2024-09-02,85.95
2650,2024-05-30,28.62
3083,2024-07-31,24.49
1632,2024-02-08,76.31
4241,2024-09-02,88.01
885,2024-04-13,48.52
4632,2024-02-12,27.61
1036,2024-08-28,41.43
1861,2024-06-07,46.96
2053,2024-04-16,65.82
3694,2024-01-16,4.91
2926,2024-07-31,94.89
2438,2024-06-15,84.66
3410,2024-08-10,63.11
2516,2024-06-11,33.82
2559,2024-02-04,53.74
4290,2024-02-01,51.18
4172,2024-08-29,38.19
573,2024-05-26,85.43
2981,2024-03-18,87.58
3677,2024-04-06,12.58
2182,2024-05-13,49.34
1196,2024-02-11,27.09
158,2024-01-26,46.92
4842,2024-02-18,36.84
3869,2024-06-15,37.02
3155,2024-02-08,95.55
1407,2024-06-03,76.15
2326,2024-08-03,54.78
4406,2024-02-12,7.18
955,2024-02-09,59.87
2956,2024-06-05,31.32
578,2024-02-14,44.59
872,2024-06-16,87.03
2731,2024-02-21,79.68
4940,2024-08-20,68.34
2725,2024-05-03,65.99
4427,2024-08-17,75.27
972,2024-05-01,88.05
1048,2024-05-05,88.71
3875,2024-01-05,71.91
4964,2024-04-20,2.29
729,2024-07-19,2.71
3037,2024-06-24,43.13
2455,2024-05-17,32.75
1667,2024-06-01,16.47
2211,2024-09-02,59.75
1358,2024-03-06,76.68
3499,2024-08-16,87.01
2675,2024-07-07,46.74
3416,2024-01-03,74.45
2803,2024-08-02,43.41
2510,2024-01-01,12.86
2269,2024-06-14,95.27
4881,2024-02-19,50.51
93,2024-04-24,41.28
3464,2024-04-24,55.89
3978,2024-04-19,7.96
1205,2024-05-19,21.21
1767,2024-07-31,60.89
4522,2024-08-08,2.95
222,2024-04-02,57.8
900,2024-07-23,42.6
273,2024-02-13,24.38
3381,2024-04-22,54.06
4058,2024-04-06,60.32
2339,2024-06-17,33.42
590,2024-08-18,11.51
2099,2024-08-26,76.6
2659,2024-06-12,94.02
1068,2024-02-11,71.9
3468,2024-04-07,26.02
4111,2024-01-20,93.25
3969,2024-02-17,86.28
3104,2024-02-12,11.28
3512,2024-05-26,35.0
72,2024-04-14,28.48
3270,2024-02-29,6.83
2396,2024-03-13,61.47
1030,2024-06-23,83.49
3039,2024-07-12,7.8
3202,2024-06-11,31.97
1363,2024-02-21,15.01
1241,2024-01-31,30.63
2858,2024-06-12,11.6
1520,2024-04-07,75.35
4928,2024-06-15,5.91
369,2024-06-02,27.94
